Date,Z,F,X,Y
1958-02-11 03:27:00,43384.1,,18246.5,-3245.82
1958-02-11 03:28:00,43392.4,,18235.9,-3260.3
1958-02-11 03:29:00,43386.4,,18285.9,-3248.16
1958-02-11 03:30:00,43388.8,,18265.5,-3213.46
1958-02-11 03:31:00,43402.6,,18267.2,-3254.05
1958-02-11 03:32:00,43402.3,,18272.9,-3259.67
1958-02-11 03:33:00,43391.4,,18261.7,-3260.62
1958-02-11 03:34:00,43415.8,,18253,-3252.84
1958-02-11 03:35:00,43400.9,,18264,-3259.68
1958-02-11 03:36:00,43388.3,,18271.4,-3232.7
1958-02-11 03:37:00,43413.4,,18266.8,-3247.73
1958-02-11 03:38:00,43411,,18301.4,-3272.72
1958-02-11 03:39:00,43390,,18279,-3240.73
1958-02-11 03:40:00,43394.7,,18245.6,-3259.01
1958-02-11 03:41:00,43429.6,,18249.5,-3271
1958-02-11 03:42:00,43412.7,,18281.1,-3220.26
1958-02-11 03:43:00,43389.5,,18252.5,-3232.8
1958-02-11 03:44:00,43381.7,,18225.8,-3256.47
1958-02-11 03:45:00,43413.9,,18248.9,-3261.31
1958-02-11 03:46:00,43431.3,,18282.9,-3205.4
1958-02-11 03:47:00,43426.1,,18249.9,-3225.45
1958-02-11 03:48:00,43413.9,,18224,-3261.34
1958-02-11 03:49:00,43401.1,,18235.2,-3269.91
1958-02-11 03:50:00,43415.8,,18278.3,-3205.24
1958-02-11 03:51:00,43418.7,,18274,-3190.74
1958-02-11 03:52:00,43412.1,,18275.3,-3216.5
1958-02-11 03:53:00,43405.6,,18265.5,-3245.68
1958-02-11 03:54:00,43410.5,,18263.7,-3254.14
1958-02-11 03:55:00,43415.5,,18264.7,-3209.76
1958-02-11 03:56:00,43408.2,,18283.5,-3223.17
1958-02-11 03:57:00,43405.3,,18260.8,-3245.84
1958-02-11 03:58:00,43418.6,,18248.4,-3236.74
1958-02-11 03:59:00,43406.4,,18282.5,-3245.46
1958-02-11 04:00:00,43399.6,,18264.2,-3256.53
1958-02-11 04:01:00,43409.3,,18244.7,-3264.22
1958-02-11 04:02:00,43419.5,,18245.7,-3257.94
1958-02-11 04:03:00,43423,,18279.4,-3247.62
1958-02-11 04:04:00,43415.7,,18244.9,-3261.36
1958-02-11 04:05:00,43402.1,,18231.4,-3283.52
1958-02-11 04:06:00,43398.6,,18257.8,-3256.37
1958-02-11 04:07:00,43422.4,,18267.8,-3270.66
1958-02-11 04:08:00,43413.9,,18252.2,-3287.21
1958-02-11 04:09:00,43420.7,,18226.2,-3301.85
1958-02-11 04:10:00,43431.2,,18214.8,-3314.46
1958-02-11 04:11:00,43432.3,,18245.3,-3317.65
1958-02-11 04:12:00,43407.4,,18238.3,-3287.95
1958-02-11 04:13:00,43406.2,,18249.1,-3299.91
1958-02-11 04:14:00,43432.9,,18242.5,-3289.36
1958-02-11 04:15:00,43445.4,,18270.4,-3272.89
1958-02-11 04:16:00,43422.6,,18235.8,-3272.15
1958-02-11 04:17:00,43405,,18223.8,-3298.47
1958-02-11 04:18:00,43408.1,,18249.9,-3324.51
1958-02-11 04:19:00,43419.8,,18288.4,-3293.46
1958-02-11 04:20:00,43432,,18277.5,-3254.35
1958-02-11 04:21:00,43439.3,,18245.9,-3285.53
1958-02-11 04:22:00,43435.7,,18235.9,-3318.36
1958-02-11 04:23:00,43421.3,,18227.4,-3304.21
1958-02-11 04:24:00,43406,,18275.2,-3273.3
1958-02-11 04:25:00,43419.2,,18268.1,-3271.75
1958-02-11 04:26:00,43439.1,,18279.5,-3268.8
1958-02-11 04:27:00,43435.2,,18254.1,-3268.25
1958-02-11 04:28:00,43424.1,,18229.3,-3299.84
1958-02-11 04:29:00,43413.9,,18239.6,-3306.2
1958-02-11 04:30:00,43411.8,,18268.9,-3273.59
1958-02-11 04:31:00,43419.6,,18257,-3253.05
1958-02-11 04:32:00,43427,,18271.3,-3268.33
1958-02-11 04:33:00,43423.3,,18242.3,-3285.93
1958-02-11 04:34:00,43413.4,,18233.5,-3303.18
1958-02-11 04:35:00,43408.7,,18228.2,-3302.76
1958-02-11 04:36:00,43433.6,,18249.2,-3286.68
1958-02-11 04:37:00,43423.8,,18238.7,-3291.14
1958-02-11 04:38:00,43408.2,,18246.5,-3289.04
1958-02-11 04:39:00,43424,,18217.8,-3284.09
1958-02-11 04:40:00,43438.8,,18247.2,-3314.32
1958-02-11 04:41:00,43434.4,,18236.6,-3280.57
1958-02-11 04:42:00,43426.1,,18211.1,-3309.36
1958-02-11 04:43:00,43417.3,,18230.6,-3326.97
1958-02-11 04:44:00,43411.2,,18230.5,-3294.48
1958-02-11 04:45:00,43429.8,,18232.9,-3276.35
1958-02-11 04:46:00,43416.6,,18238.8,-3304.36
1958-02-11 04:47:00,43442.2,,18223,-3295.04
1958-02-11 04:48:00,43424.2,,18217.9,-3307.57
1958-02-11 04:49:00,43393.3,,18231.2,-3330.37
1958-02-11 04:50:00,43411.9,,18216.3,-3315.56
1958-02-11 04:51:00,43424.4,,18262,-3320.31
1958-02-11 04:52:00,43417.2,,18244.8,-3301.11
1958-02-11 04:53:00,43422.1,,18207.3,-3334.49
1958-02-11 04:54:00,43426.2,,18220,-3380.05
1958-02-11 04:55:00,43418.2,,18217.5,-3398.95
1958-02-11 04:56:00,43411.4,,18243.7,-3355.59
1958-02-11 04:57:00,43420.3,,18262,-3350.29
1958-02-11 04:58:00,43427.2,,18263.2,-3359.01
1958-02-11 04:59:00,43416.2,,18257.4,-3340.27
